brand|name_perfume|family|subfamily|fragrances|ingredients|origin|gender|years|description|image_name
Givenchy|Pi Neo|WOODY|CITRUS|Woods Fresher|['Cedarwood', 'Patchouli', 'Vanilla', 'Bergamot', 'Mandarin', 'Benzoin (Siam)']|France|Male|2008|Beyond reality. Pi Neo is a fragrance devoted to men who dream of exploring alternate dimensions – the cyber travellers and heroes of tomorrow.|xv2qhpwxdtsft9hhmmp1jawo59euwn0ylvd0u5b4dffsjeqw77u4ex4wwn0e-w500-q85.jpg
Ånd|Båre|WOODY|WOODY|Woods Classical|['Cedarwood', 'Vanilla']||Unisex|2020|Båre is a delicious fragrance that encapsulates the living heart of the forest with the lingering and enigmatic essence of the Great Bare rainforest.|79rbyxhk87ka85mvw3u2s7ahsp9xgmv5kisvp4ddpl8wxui7rpxythkyneae-w500-q85.jpg
La' French|Rahil|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Oud / Agarwood', 'Incense / Olibanum', 'Musk', 'Sandalwood', 'Amber', 'Vanilla', 'Spicy Notes']|India|Unisex|2022|This unmatched magical premium fragrance makes you stand out in the crowd and gives you the advantage of staying ahead in the game.|e66pd4uo084mihy6xblbpjblrodr2tliqq8avyx5v45fszmg4gosvakvzk6d-w500-q85.jpg
Nishane Istanbul|Nefs|AMBERY (ORIENTAL)|FRUITY|Amber Fresher Fruity|['Amber', 'Nutmeg', 'Vanilla', 'Fig', 'Oud / Agarwood', 'Cedarwood', 'Cinnamon', 'Geranium', 'Jasmine', 'Leather', 'Osmanthus', 'Rose', 'Clary Sage', 'Violet']|Türkiye|Unisex|2019|Nefs invites everyone to feel the breeze that comes from the East.|kb7588f00pfx71wp96fy2awyon7su8upre3taohajem8rspcji8865wl5w2f-w500-q85.jpg
Atkinsons London 1799|The Big Bad Cedar|WOODY|WOODY|Dry Woods Classical|['Cedarwood', 'Clary Sage', 'Cardamom']|United Kingdom|Unisex|2016|With its heady, bold blend of cardamon, sage and broom, Atkinsons The Big Bad Cedar is exactly what it says on the tin. This is an audacious, ruthless fragrance that conjures up images of windswept moors, icy lochs, and inhospitable terrain.|opqnmr2nyqnfl8ismdxd8ohfpr25wloa7c1pev44oxmnd8xbmj738ci6168d-w500-q85.jpg
John Varvatos|John Varvatos Dark Rebel|LEATHER|LEATHER|Dry Woods Richer|['Leather', 'Tobacco Leaf', 'Castoreum', 'Cardamom', 'Nutmeg', 'Rum', 'Clary Sage', 'Black Pepper', 'Vanilla (Mexico)']|United States of America|Male|2015|Sweet and redolent leaves steeped into golden and intoxicating spirits, meet the rhythm of sensual, resinous woods.|tcbta5car8jmaxb5lu46roezp83gt7slvh7t7819hd4keeq4ugs566jl62yw-w500-q85.jpg
L'Arc|Balade Tiaré De Tahiti|FLORAL|FLORAL|Floral Fresher White Flower|['Tiare', 'Musk', 'Tangerine', 'Honeysuckle', 'Jasmine', 'Peony', 'Rose', 'Patchouli', 'Sandalwood']|France|Unisex|2013|"""On the old harbor of Palermo, while I was looking for a boat heading East, I was embraced by breezes of gardenia and tiare, emanating from a ship freshly returned from an expedition in the Pacific. Suddenly, Polynesia met Italy, and the golden beaches of Tahiti appeared in my heart,"" Maître de Claude, Perfumer, 18th century."|4f9n5sttmyerww75hhqi6cxyqaqc4a7xd2ukqjop9n3xv5b0yn00dxrmp25n-w500-q85.jpg
Yves Saint Laurent|Libre Eau De Parfum Collector Edition 2021|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher White Flower|['Orange Blossom (Morocco)', 'Vanilla (Madagascar)', 'Lavender', 'Lavender (Provence)', 'Jasmine (Grandiflorum)', 'Jasmine (Sambac)', 'Ambergris', 'Cedarwood', 'Mandarin', 'Musk', 'Petitgrain', 'Blackcurrant Bud']|France|Female|2021|Yves Saint Laurent covers you in gold for the end of year celebrations. A floral scent, sensual and daring, for the passionate woman.|8iy68sx6ubf26edhdhzccsog10hhc9t3t9uuxxfpxiqtf3rnp8xzvfb4yhr3-w500-q85.jpg
Assassina|The Lonely Island|CHYPRE|GREEN|Mossy Woods Crisp Green|['Fresh Cut Grass', 'Cashmeran (Woody musky)', 'Patchouli', 'Violet Leaves', 'Citruses', 'Pepper', 'Cedarwood', 'Musk', 'Rose', 'Woody Notes']||Female|2020|The Lonely Island evokes a deserted forest exuding a dry and awe-inspiring atmosphere. The aroma of soil and fir is gradual, moist and delicate, purifying the heart.|q1ot7v19bmqd7a1e8d7487rlno0lkdnv24wkw6g45gx65r7d16ruf94aa2re-w500-q85.jpg
Natura|Luna|CHYPRE|FRUITY|Mossy Woods Fresher Fruity|['Patchouli', 'Rose', 'Apple', 'Jasmine', 'Mandarin', 'Musk', 'Vanilla', 'Violet']|Brazil|Female|2014|A luminous fragrance that enhances the expression of each woman's authentic and spontaneous beauty with its vibrant and enchanting notes.|h0ndj2167besrm5gk3kxdp1ua8176l9i2izg11genlojkhn0axfv6bewsjx5-w500-q85.jpg
Sapil|Legend|WOODY|CITRUS|Woods Crisp|['Grapefruit', 'Vetiver', 'Pepper', 'Cedarwood', 'Benzoin', 'Geranium', 'Patchouli']|United Arab Emirates|Male|2023|Your scent leaves an irresistible trail, leaving behind an unforgettable signature in your wake. This is Legend. Legend is you.|y0euqrymhzjgjr5woffqtyovhmlwpebb10zk5b8c1ptfa5fuyluvegpkzxm7-w500-q85.jpg
Sospiro|Verde Accento|FLORAL|CITRUS|Floral Fresher Citrus|['Jasmine', 'Bergamot', 'Sandalwood', 'Iris / Orris', 'Mandarin', 'Amber', 'Pink Pepper', 'Vanilla']|Italy|Unisex|2015|A sigh of love that instantly turns into perfume. You are already a flower populating the world with your colour. Leaving a trail of irresistible scents for me to follow.|w31hcxyydbg5sr3bfp7qy8dsuqsw0vfnvkf42wmue3pxh5v8rv6vomjd1c9s-w500-q85.jpg
Orlov|Star Of The Season|WOODY|FRUITY|Woods Fresher Fruity|['Sandalwood (India)', 'Fruity Notes', 'Iris / Orris', 'Amber', 'Caramel', 'Cinnamon', 'Clove', 'Orange Blossom', 'Patchouli', 'Vanilla', 'Rose (Turkey)']|France|Unisex|2015|In order to reach the absolute purity of this specific jewel, one had to challenge its sophistication as well as to bring together exceptional and refined materials. Star of the Season is a diamond we would like to bite in.|uyf6ejkecum3g0vj9z4569ma630un7w7ku74ijmimz4k9ii8gkqnzw4pi2pg-w500-q85.jpg
Avon|Attitude Amour|CHYPRE|GREEN|Mossy Woods Fresher Green|['Violet Leaves', 'Rose', 'Sandalwood', 'Patchouli', 'Leather', 'Lily Of The Valley', 'Mandarin', 'Musk', 'Peach', 'Tonka Bean']|United States of America|Female|2020|This fragrance of love exudes an bouquet of romantic notes.|rkyvoko0zro9rf1qytmoee7awtn83qzlqtsawjlzoxmo8elh9hnhrjq5ol8l-w500-q85.jpg
Marina De Bourbon|Monsieur Le Prince Elegant|AROMATIC FOUGERE|GREEN|Aromatic Fougère Fresher Green|['Violet Leaves', 'Bergamot', 'Vetiver', 'Geranium', 'Mint', 'Patchouli', 'Sandalwood']|France|Male|2016|A very masculine and fresh fragrance for men with a sense of style. Modern, natural and elegant. Monsieur Le Prince Elegant will give to every man, an individualistic character. This seductive fragrance with its aromatic notes, is pleasing and comfortable to wear for every occasion.|6uavgkv1m84efd8flvmk8ymvx4v0ruoaag7tp51m28pxmbpmqt48zipx2fii-w500-q85.jpg
Les Eaux Primordiales|Crocus Supercritique|LEATHER|GREEN|Dry Woods Crisp Green|['Leather', 'Saffron', 'Thyme', 'Suede', 'Ginger', 'Rosemary', 'Tea', 'Benzoin', 'Ciste Labdanum', 'Orange Blossom', 'Patchouli', 'Cedarwood (Atlas)']|France|Unisex|2022|"""I wanted to create a unique perfume, which has the power to reveal each personality through its multiple facets: floral, aromatic, leathery or spicy,"" Arnaud Poulain, Founder and Creative Director."|of1jeu09hl4ce1n5u9a4u24l4anpelj791t6wsdyr3f2uhd9tl8zkixbu5s5-w500-q85.jpg
O Boticário|Malbec Ultra Bleu|AROMATIC FOUGERE|WATERY|Aromatic Fougère Crisp Water|['Lavender', 'Aquozone (Marine)', 'Sandalwood', 'Clary Sage', 'Bergamot', 'Amber', 'Musk', 'Oakmoss', 'Patchouli', 'Hivernal (Lily of the valley)']||Male|2022|The most intense and striking version of Malbec Bleu is inspired by the depths of the ocean. It is made for the man who is sure of himself in any occasion and who knows that confidence makes him even more attractive.|j07rcqe6seoq4frag438xdvcyyfbe77mfq6287lmxfsncnkjrnthqwo9c9cg-w500-q85.jpg
Adolfo Dominguez|Agua Fresca Vetiver|WOODY|SPICY|Woods Fresher|['Vetiver', 'Cedarwood', 'Lavender', 'Nutmeg', 'Bergamot', 'Patchouli', 'Clove', 'Leather', 'Neroli', 'Musk', 'Orange Blossom', 'Rhubarb']|Spain|Male|2018|Vetiver Hombre is a men's fragrance that captures the core values of elegance and strength.|s203mwmz4lq8fcx7v1gle7e3cn4mqc8qfu1vp57dgca81zwj70369ckddw6i-w500-q85.jpg
Jardin De France|Fleur D'Oranger Jasmin|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Citrus|['Jasmine', 'Musk', 'Neroli', 'Honeysuckle', 'Rose', 'Ylang-ylang', 'Vetiver']|France|Unisex|2019|A floral and solar fragrance with voluptuous accents highlighted by a luxuriant bouquet of white flowers.|0mpiouofs9nlve6at65qernwzzjycoert5k2yohfhxb9ngg6u96o1fuwt13a-w500-q85.jpg
Estée Lauder|Beautiful Magnolia Wonderland Edition 2022|FLORAL|FRUITY|Floral Crisp Fruity|['Magnolia', 'Magnolia (China)', 'Cedarwood (Virginia)', 'Lotus', 'Gardenia', 'Rose (Turkey)', 'Mate', 'Musk', 'Sandalwood (New Caledonia)']||Female|2022|Dare to dream. Dare to love. Dare to desire. Dare to believe. Be whimsical and enchanting in Wonderland.|r0nhlxj6zxx8q66tieonnn4ltkei15c98m3lg10kncinsyhb40ayedbffbdd-w500-q85.jpg
Juicy Couture|Oui Juicy Couture Glow|FLORAL|FRUITY|Floral Fresher Fruity|['Jasmine (Sambac)', 'Raspberry', 'Musk', 'Pink Pepper', 'Vanilla', 'Blackcurrant Bud']|United States of America|Female|2019|Energetic and spirited, Oui Glow begins with juicy citrus fruits with a twist of freshness that leads in to a luminous heart. The addictive drydown wraps the perfume in magnetic and dynamic notes.|m61ikbmmw6qu3t1zltgf1bj4x2yqy9os9wl796t7tivuxz5lfq8etrdbjmig-w500-q85.jpg
Amouage|Memoir Man|WOODY|CITRUS|Woods Fresher|['Vetiver', 'Rose', 'Guaiac Wood', 'Sandalwood', 'Amber', 'Incense / Olibanum', 'Lavender', 'Leather', 'Mint', 'Musk', 'Oakmoss', 'Tobacco Leaf', 'Vanilla']|Oman|Male|2010|Inspired by the decadent air and spirit of Charles Baudelaire, the French Existentialism and the German philosophy of the doppelganger. This fragrance articulates that inspiration by playing the decadent ingredient of absinthe with other floral and wood accords to accentuate the sombre mood.|2z8d1xh2q5inlfesr9dglxj1tnhnp6kdcfjog1mubry9f1z3fgd79ra79fw2-w500-q85.jpg
Geo.F.Trumper|Extract Of Limes|CITRUS|CITRUS|Citrus Fresher|['Lime']|United Kingdom|Male|1880|Bright green bursts of life-force charge from the tangy sharpness of tropical Limes, while vibrant citrus flashes allow a gentleman's mind to surge with the majesty of life. And as every pore is infused with the zing and zest of freshly squeezed citrus, an exhilarating thrill is marvellously bestowed.|a6g27uovojq1yv9o9vymqug4cdy5e5ipkfhgiv7swrtey33vhg4om9xdwaxo-w500-q85.jpg
Clive Christian|Miami Poolside 2019|WOODY|AMBERY (ORIENTAL)|Woody Amber Fresher Water|['Cedarwood', 'Sea Water', 'Sandalwood', 'Incense / Olibanum', 'Bergamot', 'Cardamom', 'Ginger', 'Iris / Orris', 'Lavender', 'Lemon', 'Musk', 'Orange Blossom', 'Clary Sage']|United Kingdom|Unisex|2019|Delicate wisps of sea salt splashes of tonic and a twist of crisp lemon for on the rocks poolside glamour.|quxit39q6sezig6boevc1e864sfpzp8t850h1zdk33z6bsgaoxq0ku72vu12-w500-q85.jpg
Elizabeth Arden|Sunflowers Sunlight Kiss 2017|CITRUS|GREEN|Citrus Crisp|['Bergamot', 'Musk', 'Mandarin', 'Jasmine', 'Osmanthus', 'Ozonic Notes', 'Rose']|United States of America|Female|2017|Sunflowers Sunlight Kiss captures that warm, glowing sensation of being kissed by the sunlight during a bright summer day at the beach. Swinging in hammocks and sifting sand through your toes with friends, you've soaked up the day's adventures like a sunflower in a field and your skin radiates with an energised sensation that leaves you wanting more.|x1x8l2u2rvyk0pb0i6ac8yib4wie09brf34463x5w4op5onasqnoqdj075l4-w500-q85.jpg
Grès|Etat De Grâce|AMBERY (ORIENTAL)|FLORAL|Soft Amber Classical|['Ciste Labdanum', 'Cinnamon', 'Bergamot', 'Amber', 'Tonka Bean', 'Vanilla', 'Rose (Bulgaria)', 'Rose (Turkey)', 'Violet', 'Cedarwood', 'Patchouli', 'Rosemary', 'Sandalwood']|France|Female|2017|"""I wanted to create a particular amber, releasing a unique trail. Its warm Oriental character is refreshed by an aromatic floral top and draped in white woods."" - Karine Dubreuil-Sereni, Perfumer"|h756odpu3f7adar3aq5h5l3svkwqjgggu8wlqbke6sedsjanlrf58ejsai52-w500-q85.jpg
Kilian|Smoking Hot|WOODY|AMBERY (ORIENTAL)|Woody Amber Crisp Fruity|['Tobacco Leaf', 'Vanilla (Bourbon)', 'Orcanox (Ambergris)', 'Cinnamon', 'Oakmoss']|France|Unisex|2023|At night, there are no rules but one: just be Smoking Hot! This fragrance is a truly caramelized delight. It features Kentucky Tobacco Absolute, infused with a hookah drag of Apple-flavoured shisha tobacco and intense Bourbon Vanilla. Evoking everything from European clubs to Eastern hookah lounges, Smoking Hot redefines what a smokey scent is today, going almost where it’s too hot to handle.|lixokx2mk7bx7uphrf41f6z0jb9akruwykp9j1e2pdgojcrgcqjhpsl72nu0-w500-q85.jpg
Riiffs|Luxury Vert|FLORAL|AMBERY (ORIENTAL)|Floral Amber Classical|['Jasmine (Sambac)', 'Vanilla', 'Bitter Orange', 'Ylang-ylang', 'Lily', 'Benzoin', 'Pink Pepper', 'Petitgrain']||Unisex|2021|A scent of invigorating and comforting freshness.|ijl9x2z0jfkkivt9h3ha6op5h8w94buowgj4n7fixjdyn9rk4xorjjd5l271-w500-q85.jpg
Clinique|Lily Of The Beach|FLORAL|FLORAL|Floral Fresher White Flower|['Lily', 'Bergamot', 'Salicylate (Floral notes)', 'Tiare', 'Ylang-ylang', 'Amber', 'Marine', 'Vanilla', 'Sandalwood (Australia)']|United States of America|Female|2018|Carefree. Like bottled sunshine. Escape to an ocean beach on the perfect summer day. Lily of the Beach has the ability to transport you back to a special time, and smelling it after that time, might recall those memories and wonderful moments.|qre4e8pb6jpgtx4pzw2s6ube13vflua84vowf1yzptqhmq105svhke3ecwwt-w500-q85.jpg
Azzaro|Chrome Pure|WOODY|CITRUS|Woods Fresher|['Mandarin', 'Musk', 'Cedarwood', 'Bergamot', 'Orange Blossom', 'Tonka Bean']|France|Male|2017|Chrome Pure focuses on the bond between a father and his son witnessed during spontaneous moments, instances when time seems to stand still, magical everyday interludes that stay with you for the rest of your life doting fathers, cool dads, paired up or single, they all have in common a genuine relationship with their children.|d6wgfanmfzevhidxdl0acfeqpfj5sbrht82rwy1wbt0klrajpxe5ne0dfq60-w500-q85.jpg
Les Petits Plaisirs|Vanille Pomme|WOODY|CITRUS|Woods Crisp Gourmand|['Apple', 'Sandalwood', 'Praline']||Female|2022|Let yourself be enchanted by this fragrance that transports you to the heart of a kitchen, where an apple and vanilla tart is slowly baking in the oven.|822i3w90a8me7pkwm0zse73z834v9g8ht5vm43jmdxfl2c5d4u44p940tvr9-w500-q85.jpg
Prada|Moonlight Shadow|AMBERY (ORIENTAL)|SPICY|Amber Fresher Fruity|['Cocoa', 'Cedarwood', 'Fig', 'Leather', 'Peach']|Italy|Unisex|2018|Moonlight Shadow is set on an indomitably joyful leather base, smoothed with ripe fig and cedarwood. rounding out a night as promising and poignant as the full moon. A true luxury in the world of perfumery, its dark-hued flacon is found nestled in a silk pouch, inside the box featuring the classic Prada Saffiano leather texture.|
Issey Miyake|A Drop D'Issey|FLORAL|ALDEHYDIC|Soft Floral Classical|['Musk', 'Orange Blossom', 'Rose Damascena', 'Green Notes', 'Star Anise', 'Ambrox (Ambergris)', 'Cedarwood (America)', 'Vanillin (Vanilla note)']|Japan|Female|2021|Dive into a new dreamscape. Look, feel, be carried away. Take pleasure in everyday moments of happiness. Take a step back for a while. Look at things from a new perspective. Marvel at the poetry of nature. Change your point of view. Discover a new world. Embark on an adventure like no other.|03st3x53h40wpzx8cqqq5dr3dmdpb0s0mjb6m7a8khzo147daapjru6gvzg6-w500-q85.jpg
Jequiti|Florasense Encanto|FLORAL|CITRUS|Floral Crisp Citrus|['Citruses', 'Floral Notes', 'Suede']||Female|2022|Florasense Encanto is the romantic way of looking at life with joy, tenderness and love.|ep9rol0yrg9ygjranohu3dm6gpgnhq1fld18bjsvk79u2twzkpego96rkg22-w500-q85.jpg
Avon|Wish Of Love|FLORAL|WATERY|Floral Fresher Water|['Vanilla', 'Rose', 'Cranberry', 'Woody Notes']|United States of America|Female|2008|A romantic bouquet blooming with florals and fruits.|0z6mu2t35t0rsypakev9j11uaz9vz20vp0kqjnzjwvioao9d8r7o80jpuis8-w500-q85.jpg
Franck Muller|Aeternitas|AMBERY (ORIENTAL)|GOURMAND|Amber Crisp Gourmand|['Tonka Bean', 'Saffron', 'Amber', 'Ciste Labdanum', 'Vanilla', 'Bergamot', 'Mandarin', 'Oud / Agarwood', 'Cedarwood', 'Cinnamon', 'Clove', 'Jasmine', 'Leather', 'Musk', 'Orange Blossom', 'Patchouli', 'Rose']||Unisex|2017|This very complicated watch keeps time eternally and includes many complications, which inspired the perfumer to create a long-lasting and very complex perfume.|sevfie4prslrywikul989a7y6hu6dz6lli5kmdrol9klhdqj3ha7xflni9qv-w500-q85.jpg
House Of Sillage|Dignified|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Oud / Agarwood', 'Cardamom', 'Saffron', 'Cedarwood', 'Vetiver (Haiti)', 'Clove', 'Rose', 'Bergamot']|United States of America|Male|2015|"""I grew up in an appreciation of the extraordinary smell and how it moves us in a completely different place and time. With that in mind, I created a line of luxurious and sophisticated perfumes, offering timeless elegance and specially designed for the most demanding customers."" - Nicole Mather, Founder"|f65w2xw5o9wtvr2uadv3uk7gi6mx4ncqvslb879apqfeh3wj01pn5qnsl0xf-w500-q85.jpg
M. Micallef|Kuwait 25-26 February For Him 2023|CHYPRE|CITRUS|Mossy Woods Crisp Citrus|['Mandarin', 'Cashmeran (Woody musky)', 'Bergamot', 'Patchouli', 'Star Anise', 'Leather', 'Musk', 'Nutmeg', 'Violet']||Male|2023|A special edition of the iconic Ruh Zadeh perfume in a limited signature bottle. A fragrance that masterfully symbolises the nobility of warm and cool notes.|63henirgim5qnrl4giqppfj75dp2llw1hlpbw89tldle05qmel4equl8qq5b-w500-q85.jpg
Vanderbilt|Minuit À New York|FLORAL|FLORAL|Floral Fresher White Flower|['Gardenia', 'Jasmine', 'Lily', 'Peony', 'Tuberose', 'Benzoin', 'Mandarin', 'Patchouli', 'Pepper', 'Sandalwood', 'Blackcurrant Bud']|United States of America|Female|2015|Vanderbilt Minuit a New York - Midnight in New York, a night-time scent designed to free the evening potency of white florals and display the fashion of females who live in the night time world of New York City.|6q0x4aft6m7ztzuqw0rcbid4p3ykjw4iff6qaudjhkdbmuulpob2pww2kffn-w500-q85.jpg
Coty|Chypre De Coty|CHYPRE|FLORAL|Mossy Woods Classical|['Jasmine', 'Oakmoss', 'Bergamot', 'Iris / Orris', 'Orange Blossom', 'Patchouli', 'Ylang-ylang', 'Rose (Bulgaria)', 'Lemon', 'Musk', 'Pear', 'Sandalwood', 'Tarragon', 'Tonka Bean', 'Vanilla', 'Vetiver']|United States of America|Female|1917|Chypre, in French, refers to the island of Cyprus, the birthplace of Venus, the legendary goddess of love. The name is appropriate because Chypre de Coty set the standard for a new type of fragrance.|tb7fna80ppfjobanro8hndltnu3ayw86zqo8s7frfwpugl4603h84jqvqg65-w500-q85.jpg
Chanel|Jersey|FLORAL|MUSK SKIN|Soft Floral Richer Musk|['Jasmine', 'Musk', 'Lavender', 'Rose', 'Tonka Bean', 'Vanilla (Bourbon)']|France|Unisex|2016|The Roaring Twenties. Mademoiselle Chanel took jersey, the beautifully raw, supple fabric used to make sailor sweaters, and dressed women in flowing garments that could be worn with natural, effortless elegance. Jersey evokes the joy of this flight of freedom in a soft and creamy fragrance.|km13lmh51i0dcnu7947tge3t45qfr207gksmplpkv42buunuxftddz3sc6yi-w500-q85.jpg
Mark Buxton|Spiritual Healing (Sexual Healing)|LEATHER|FRUITY|Dry Woods Fresher Fruity|['Castoreum', 'Osmanthus', 'Ciste Labdanum', 'Blackcurrant Bud']|France|Unisex|2012|The perfect scent for a couple after spending a great night, with passion and fire… making love. It turns out to become a second skin. The perfect moment of harmony and intimate connection of body, heart and mind.|zp4p0f1vqrtbf5uqxiip1dsibq149pu6z2pkap8h9ke7lktgbirhawn3gd1b-w500-q85.jpg
